"id","Product_ID","SKU_ID","Store_ID","Time_ID","Supplier_ID","Warehouse_ID","PO_ID","Sales_Transaction_ID","Quantity_Sold","Unit_Price","Discount_Amount","Sales_Revenue","Tax_Amount","Net_Sales_Value","Payment_Type","Date_ID","Return_Qty","Return_ID","Customer_ID","Event_ID","Quantity_Return","Return_Reason","Return_Type","Refund_Amount","Return_Status","Return_Method","Inspection","Loss_Value","Forecast_Method","Forecast_Model_Name","Forecast_Period_Start","Forecast_Period_End","Forecast_Quantity","Actual_Quantity","Forecast_Error_Pct","Forecast_Error_Value","Demand_Variance","Model_Version","Model_Accuracy_Score","Last_Trained_Date","Indicator_ID","Indicator_Value","Trend_Direction","Expected_Crowd_Index","Stock_On_Hand","Stock_In_Transit","Reserved_Stock","Damaged_Stock","Expiry_Date","Batch_Number","On_Hand_Quantity","Reserved_Quantity","Available_Quantity","Safety_Stock_Level","Reorder_Point","Stock_Status","Movement_ID","Movement_Type","Movement_Quantity","Movement_Time","Source_Location","Destination_Location","Ordered_Qty","Unit_Cost","Total_PO_Value","Order_Status","Lead_Time_Days","Fulfillment_ID","Received_Quantity","Rejected_Quantity","Delivery_Date","Delivery_Delay_Days","Quality_Inspection_Result","Recommendation_ID","Current_Stock","Safety_Stock","Recommended_Order_Quantity","Recommended_Order_Date","Stockout_Risk","On_Time_Delivery_Rate","Average_Delivery_Delay","Defect_Rate","Fill_Rate","Order_Accuracy","Supplier_Rating","On_Time_Delivery_Flag","Delay_Days","Quality_Score","Quality_Rating","Delivery_Rating","Cost_Rating","Reliability_Score","Trend_ID","Platform_ID","Keyword_ID","Search_Volume_Index","Mention_Count","Engagement_Score","Trend_Velocity","Sentiment_Score","Viral_Index","Warehouse_Stock_ID","Bin_ID","WH_Quantity_On_Hand","Quantity_Picked","Quantity_Received","Quantity_Damaged","Weather_ID","Location_ID","Temperature","Humidity","Rainfall_mm","Wind_Speed","Weather_Condition","Demand_Impact_Score","Heat_Index","Extreme_Weather_Flag","Weather_Severity_Score","Strategy_ID","SKU_Code","Product Name","Brand","Category","Subcategory","Launch_Date","Shelf Life Days","Unit of Measure","Status","Demand_Sensitivity","Store_Type","Store_Name","Area_sqft","Opening_Date","Manager_Name","Contact_Number","Operating_Hours","Is_Active","Date","Day","Week_Number","Month","Quarter","Season","Year","Supplier_Name","Supplier_Type","Supplier_Tier","Payment_Terms","Contract_ID","Contract_Type","Contract_Value","Minimum_Order_Quantity","Contract_Start_Date","Contract_End_Date","City","State","Country","Latitude","Longitude","Climate_Zone","delivery_zone","traffic_density","Warehouse_Name","Warehouse_Type","Capacity","Automation_Level","Cold_Storage_Availability","Event_Name","Event_Category","Event_Type","Event_Description","Event_Start_Date","Event_End_Date","Venue","Wind_Speed_Category","Inventory_Location_ID","Location_Type","Storage_Type","Cold_Storage_Flag","Stock_Level","Inventory_Status","Last_Updated","Strategy_Name","Strategy_Type","Safety_Stock_Formula","Lead_Time_Adjustment","Supplier_Performance_ID","Evaluation_Period","Platform_Name","Platform_Type","User_Base_Size","Indicator_Name","Indicator_Country","Update_Frequency","Keyword_Text","Product_Category","Trend_Category","Storage_Bin_Type","Storage_Bin_Capacity","Temperature_Zone","Promotion_ID","Promotion_Name","Promotion_Type","Promotion_Start_Date","Promotion_End_Date","Discount_Percent","Campaign_ID","Promotion_Is_Active"
"1954",\N,"SKU-870","S_000644","T_000090","SUP_0150","W_0075","PO_000099","TRAN_000431","9","4232.06","866.77","30287.61","2670.21","32957.82","Cash","D_20220919","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Prophet","DFM_v1","18-02-26","20-03-26","252","274","8.73","-22","121","v3","0.81","04-03-26","IND_000039","1.84","Decreasing","39987","375","59","4","10","11-05-25","BATCH_3252",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"155","129.01","19996.55","Shipped","7",\N,\N,\N,\N,\N,\N,"R_000431","111","104","338","27-12-24","Medium","0.84","1.3","0.033","0.99","0.93","4.1","Yes","0","3.83","4.26","4.22","3.04","94.23","TR_000213","PF_000123","K_000118","1917","3314","2.47","0.51","-0.23","1.26","WS_0099","B_000039","375","11","386","0","WE_000071","L_000313","28.4","93","38.35","23.8","Heatwave","0.38","37.7","No","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Warehouse","SuperMart 956","1579","27-03-15","Arun Das","916388000000","8 AM - 10 PM","Yes","01-08-22","Monday","31","August","3","Monsoon","2022","NextGen Solutions","Manufacturer","Tier 3","Net 15","C_000053","Long-Term","3168145","721","2023-03-22","2026-05-29","Munich","Bavaria","Germany","-50.495621","-8.398212","Polar","Zone 1","Low","Main Distribution Facility","Fulfillment Center","237543","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000052","Store","Shelf","No","190","In Stock","03-03-26",\N,\N,\N,\N,"SP_0053","15-06-23","Google Shopping","Search Engine","Medium (1M-10M)","Consumer Confidence Index","India","Monthly","buy one get one","Dairy","Demand Trend","Pallet","401","Chilled",\N,\N,\N,\N,\N,\N,\N,\N
"13011","P_000244","SKU-761","S_000774","T_000029","SUP_0443","W_0025","PO_000216","TRAN_000216","3","4082.55","739.96","10027.77","1788.81","11816.58","Cash","D_20231008","1","R_000303","C_000216","E_000637","2","Damaged","Full","1602.21","Approved","Bank Transfer","No","202.07","LSTM","ML_Ensemble","18-02-26","20-03-26","177","257","45.2","-80","1600","v5","0.78","22-01-26","IND_000008","8.35","Increasing","88102","89","27","34","9","23-03-25","BATCH_7373","388","104","284","81","99","Normal","MOV_000553","Adjustment","243","2024-07-25 12:45:00","L_0758","L_0943","476","15.61","7430.36","Cancelled","10",\N,\N,\N,\N,\N,\N,"R_000216","245","81","9","22-03-24","High","0.7","0.33","0.03","0.96","0.87","4.5","No","2","4.61","3.06","3.77","3.84","81.83","TR_000216","PF_000029","K_000029","4660","3043","8.6","1.54","-0.66","13.24","WS_0216","B_000465","66","90","171","15","WE_000147","L_000919","42","83","5.38","8.3","Fog","-0.23","50.3","Yes","8","ST_000244","SKU-761","Chamomile Tea","UrbanGrind","Beverages","Tea","10-04-21","245","Liter","Discontinued","Low","Franchise","SmartBuy 633","11690","21-09-23","Priya Singh","919294000000","10 AM - 8 PM","Yes","12-06-23","Monday","24","June","2","Monsoon","2023","NextGen Solutions","Wholesaler","Tier 3","Net 15",\N,\N,\N,\N,\N,\N,"Rouen","Normandy","France","-12.670063","56.658558","Temperate","Zone 2","Low","Main Distribution Facility","Storage Facility","164894","Fully Automated","Yes","City Event 471","Retail","Concert","Event about music","23-06-23","27-06-23","Sports Complex",\N,"IL_000017","Store","Shelf","No","267","In Stock","03-03-26","Seasonal Demand Strategy","AI Dynamic","StdDev_Demand * Service_Level","Demand Spike Adjustment",\N,\N,"Instagram","Social Media","Large (10M-100M)","Consumer Confidence Index","UK","Daily","festival sale","Grocery","Seasonal Trend","Bulk Storage","670","Ambient","PROM_000244","Mega Sale 100","BOGO","2007-02-24","2001-03-24","62.03","CAMP_0856","1"
"5140","P_000479","SKU-862","S_000316","T_000105","SUP_0663","W_0033","PO_000082","TRAN_000082","4","1269.62","241.28","4113.36","540.38","4653.74","Wallet","D_20230904","0","R_000290","C_000034","E_000105","0","Customer Dissatisfaction","Full","0","Pending","Store Credit","Yes","0","RandomForest","DFM_v1","18-02-26","20-03-26","998","1033","3.51","-35","306.25","v8","0.93","03-02-26","IND_000142","7.84","Stable","12074",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"176","140.57","24740.32","Shipped","4","F_000376","81","2","21-08-24","7","Passed","R_000082","94","23","380","17-10-24","Medium",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000082","PF_000186","K_000075","7255","1437","3.32","0.63","-0.53","2.09","WS_0082","B_000219","86","24","124","14","WE_000082","L_000749","25.4","82","30.88","12.1","Heatwave","0.92","33.6","No","2","ST_000479","SKU-862","Sunflower Oil","PureDaily","Grocery","Oil","31-03-22","448","Grams","Active","Low","Franchise","SmartBuy 360","3581","19-04-21","Ravi Kumar","917719000000","9 AM - 9 PM","No","23-03-22","Wednesday","12","March","1","Summer","2022","Elite Industries","Manufacturer","Tier 2","Net 60","C_000423","Strategic","1563712","399","2018-12-21","2023-07-30","Frankfurt","Hesse","Germany","30.338526","-160.964044","Tropical","Zone 3","Medium","Central Warehouse","Fulfillment Center","362754","Semi-Automated","No","Grand Event 122","Technology","Conference","Event about community","29-06-22","30-06-22","Convention Center",\N,\N,\N,\N,\N,\N,\N,\N,"Seasonal Demand Strategy","EOQ","Avg_Demand * Lead_Time + Safety_Buffer","Supplier Delay Adjustment","SP_0060","19-02-24","YouTube","Social Media","Small (<1M)","Consumer Confidence Index","Brazil","Weekly","seasonal special","Dairy","Demand Trend","Pallet","621","Chilled","PROM_000932","Mega Sale 242","Loyalty_Promo","2027-03-24","2005-04-24","50.09","CAMP_0211","0"
"4239","P_000006","SKU-852","S_000042","T_000243","SUP_0552","W_0082","PO_000077","TRAN_000077","6","4267.2","309.99","23743.26","3940.3","27683.56","Wallet","D_20220815","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","908","929","2.31","-21","110.25","v9","0.99","06-03-26","IND_000082","8.66","Decreasing","70510",\N,\N,\N,\N,\N,\N,"235","43","192","85","105","Normal","MOV_000686","Inbound","147","2024-09-21 12:27:00","L_0240","L_0343","106","64.41","6827.46","Placed","10","F_000333","400","33","12-01-24","8","Rejected","R_000077","306","83","39","12-05-24","Low",\N,\N,\N,\N,\N,\N,"Yes","0","3.03","4.49","4.84","4.94","76.09","TR_000077","PF_000164","K_000149","3191","1027","2.04","1.15","0.43","2.35","WS_0077","B_000186","8","180","198","10","WE_000041","L_000885","34","85","38.35","22.7","Sunny","-0.93","42.5","No","5","ST_000006","SKU-852","Garlic Butter","HeritageFoods","Dairy","Butter","07-12-24","8","Liter","Discontinued","High","Franchise","SmartBuy 471","12632","02-11-20","Ravi Kumar","917412000000","9 AM - 9 PM","Yes","18-03-22","Friday","11","March","1","Summer","2022","Vertex Logistics","Manufacturer","Tier 3","Net 45","C_000257","Exclusive","4539433","171","2018-12-05","2022-04-17","Berlin","Berlin","Germany","36.781715","-73.957728","Continental","Zone 3","Low","Logistics Warehouse","Storage Facility","103692","Fully Automated","Yes",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000710","Store","Shelf","No","323","In Stock","26-03-26","Seasonal Demand Strategy","EOQ","Forecast_Demand * Risk_Factor","None","SP_0507","02-05-23","eBay","Search Engine","Small (<1M)","Retail Sales Index","Australia","Monthly","budget friendly","Dairy","Consumer Trend","Cold Storage","709","Ambient","PROM_000006","City Bonanza 278","Bundle","2027-10-23","2012-11-23","19.16","CAMP_0440","0"
"11767","P_000897","SKU-454","S_000792","T_000168","SUP_0975","W_0013","PO_000202","TRAN_000202","1","495.75","29.07","466.68","51.83","518.51","Credit Card","D_20231209","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Prophet","DFM_v1","18-02-26","20-03-26","555","520","6.31","35","306.25","v3","0.77","23-02-26","IND_000001","3.08","Stable","15147",\N,\N,\N,\N,\N,\N,"165","7","158","80","116","Normal","MOV_000236","Inbound","173","2024-10-28 06:51:00","L_0245","L_0517","340","140.17","47657.8","Delivered","20","F_000998","116","11","01-12-24","8","Minor Issues","R_000202","122","104","406","11-10-24","Low",\N,\N,\N,\N,\N,\N,"No","6","4.04","3.63","3.94","4.93","84.4","TR_000202","PF_000008","K_000156","9579","4489","1.27","3.44","-0.51","4.37","WS_0202","B_000165","320","30","367","17","WE_000130","L_000456","22.9","74","26.99","4.5","Rainy","-0.91","30.3","No","5","ST_000897","SKU-454","Matcha Powder","HeritageFoods","Beverages","Tea","25-06-24","359","Liter","Discontinued","Medium","Express","MegaStore 589","7832","21-08-22","Ravi Kumar","917770000000","8 AM - 10 PM","Yes","21-07-22","Thursday","29","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 3","Net 45",\N,\N,\N,\N,\N,\N,"Berlin","Berlin","Germany","87.503201","81.174264","Continental","Zone 1","High","Logistics Warehouse","Distribution Center","346581","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000607","Warehouse","Shelf","No","496","In Stock","12-03-26","Retail Optimization Strategy","EOQ","Demand * Lead_Time","Weather Adjustment",\N,\N,"Myntra","Social Media","Large (10M-100M)","Exchange Rate","USA","Daily","buy one get one","Dairy","Marketing Trend","Bulk Storage","183","Controlled","PROM_000897","Super Saver 699","Discount","2023-04-24","2004-05-24","65.74","CAMP_0758","0"
"7131","P_000254","SKU-944","S_000731","T_000234","SUP_0957","W_0053","PO_000574","TRAN_000574","3","3702.36","680.96","9064.2","1583.75","10647.95","Cash","D_20230727","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v1","18-02-26","20-03-26","144","236","63.89","-92","2116","v3","0.71","20-02-26","IND_000059","6.29","Increasing","83068","63","28","6","11","16-06-25","BATCH_8067","473","185","288","88","138","Normal",\N,\N,\N,\N,\N,\N,"384","151.44","58152.96","Cancelled","20","F_000199","272","23","06-11-24","2","Passed","R_000574","285","77","40","25-01-24","Medium",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000412","PF_000038","K_000189","8208","4684","2.17","2.56","0.17","5.56","WS_0574","B_000186","19","82","101","0","WE_000574","L_000001","41.3","90","9","21.3","Sunny","0.23","50.3","Yes","9","ST_000254","SKU-944","French Roast Coffee","PureDaily","Beverages","Coffee","13-07-24","230","Bottle","Active","Low","Warehouse","SmartBuy 798","13182","19-11-22","John Peter","916569000000","24 Hours","Yes","28-07-23","Friday","30","July","3","Monsoon","2023","Prime Traders","Wholesaler","Tier 1","Net 15","C_000703","Long-Term","2881517","722","2022-10-02","2026-11-16","Bangalore","Karnataka","India","17.230611","-28.520933","Polar","Zone 1","High","Supply Chain Hub","Cold Storage Warehouse","476512","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000356","Store","Cold Storage","Yes","411","In Stock","09-03-26","Seasonal Demand Strategy","EOQ","Avg_Demand * Lead_Time + Safety_Buffer","None","SP_0675","08-02-23","Amazon","Marketplace","Large (10M-100M)","Industrial Production","Germany","Weekly","festival sale","Grocery","Demand Trend","Rack","259","Controlled","PROM_000891","Super Saver 172","Flash_Sale","2016-01-23","2021-01-23","8.15","CAMP_0765","0"
"19506","P_000269","SKU-934","S_000567","T_000017","SUP_0127","W_0076","PO_000439","TRAN_000991","5","509.93","108.12","2009.05","291.92","2300.97","Wallet","D_20220701","2","R_000307","C_000745","E_000122","2","Expired","Partial","1496.48","Pending","Bank Transfer","No","313.98","Prophet","DFM_v2","18-02-26","20-03-26","188","242","28.72","-54","729","v10","0.72","08-03-26","IND_000077","5.55","Increasing","68877","188","150","61","19","01-11-25","BATCH_8366",\N,\N,\N,\N,\N,\N,"MOV_000164","Outbound","194","2024-10-10 21:17:00","L_0425","L_0020","420","95.63","40164.6","Placed","7",\N,\N,\N,\N,\N,\N,"R_000991","310","128","13","06-08-24","High","0.87","4.69","0.081","0.89","0.86","4",\N,\N,\N,\N,\N,\N,\N,"TR_000152","PF_000196","K_000120","3875","815","6.95","1.99","0.55","13.83","WS_0439","B_000493","203","119","336","14","WE_000007","L_000735","34.5","52","3.45","16.2","Sunny","0.82","39.7","No","6","ST_000269","SKU-934","A2 Milk","UrbanGrind","Dairy","Milk","30-10-20","11","Liter","Active","Low","Warehouse","DailyNeeds 457","4659","30-06-15","Arun Das","919115000000","9 AM - 9 PM","Yes","17-09-24","Tuesday","38","September","3","Monsoon","2024","Metro Traders","Wholesaler","Tier 1","Net 60","C_000996","Exclusive","4295946","594","2021-09-20","2025-10-01","Rouen","Normandy","France","-19.848731","113.182124","Continental","Zone 3","Low","Regional Distribution Center","Storage Facility","253201","Semi-Automated","Yes","City Event 683","Community","Exhibition","Event about technology","02-10-22","05-10-22","Open Grounds",\N,"IL_000899","Warehouse","Rack","No","258","In Stock","24-03-26","Smart Inventory Strategy","EOQ","StdDev_Demand * Service_Level","Demand Spike Adjustment","SP_0996","25-10-24","Amazon","Social Media","Medium (1M-10M)","GDP Growth Rate","Canada","Quarterly","limited edition","Beverages","Price Trend","Rack","447","Ambient","PROM_000315","Fest Offer 488","BOGO","2005-10-23","2011-10-23","69.47","CAMP_0356","0"
"14330","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Jasmine Rice","UrbanGrind","Grocery","Rice","30-01-22","253","Liter","Discontinued","Low","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000706","Annual","4952875","132","2021-01-07","2025-09-19","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000911","Store","Bulk Storage","No","468","In Stock","11-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Shelf","157","Ambient","PROM_000855","Flash Deal 158","Flash_Sale","2020-12-23","2009-01-24","47.65","CAMP_0542","1"
"6353",\N,"SKU-561","S_000749","T_000007","SUP_0175","W_0042","PO_000201","TRAN_000549","4","3222.51","13.74","12835.08","2174.71","15009.79","UPI","D_20240327","0","R_000686","C_000585","E_000409","3","Damaged","Partial","667.8","Approved","Store Credit","Yes","196.51","ARIMA","DFM_v2","18-02-26","20-03-26","555","485","12.61","70","1225","v4","0.73","13-03-26","IND_000766","4.61","Decreasing","27277","139","159","97","19","12-03-25","BATCH_7223",\N,\N,\N,\N,\N,\N,"MOV_000245","Inbound","178","2024-10-28 04:22:00","L_0146","L_0047","428","177.15","75820.2","Confirmed","3","F_000114","186","12","10-07-24","0","Passed","R_000549","332","89","0","05-12-24","High","0.71","6.17","0.096","0.93","0.97","4.2",\N,\N,\N,\N,\N,\N,\N,"TR_000191","PF_000096","K_000108","2843","259","1.15","0.54","0.93","0.62","WS_0201","B_000239","301","136","442","5","WE_000549","L_000666","34.7","92","34.7","28.8","Rainy","0.67","43.9","Yes","9",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Franchise","MegaStore 354","10839","21-09-11","Priya Singh","918738000000","8 AM - 10 PM","Yes","03-07-23","Monday","27","July","3","Monsoon","2023","NextGen Industries","Distributor","Tier 2","Net 60","C_000138","Exclusive","913856","355","2022-10-09","2025-06-20","Marseille","Provence","France","34.522712","144.04276","Continental","Zone 2","Low","Main Distribution Facility","Storage Facility","331450","Manual","Yes","Local Event 283","Community","Marathon","Event about food","21-12-22","22-12-22","Art Gallery",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"SP_0138","18-04-23","Alibaba","Marketplace","Small (<1M)","Retail Sales Index","China","Yearly","premium quality","Beverages","Price Trend","Pallet","878","Frozen",\N,\N,\N,\N,\N,\N,\N,\N
"12410","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Canola Oil","GlobalHarvest","Grocery","Oil","28-10-24","320","Grams","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0429","14-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Bulk Storage","669","Chilled","PROM_000251","Super Saver 735","Discount","2016-04-23","2006-05-23","49.19","CAMP_0930","0"
"7425","P_000047","SKU-872","S_000127","T_000256","SUP_0850","W_0078","PO_000148","TRAN_000148","7","1843.53","294.71","10841.74","1644.68","12486.42","Wallet","D_20240612","2","R_000611","C_000040","E_000719","0","Damaged","Partial","0","Pending","Wallet","No","0","LSTM","DFM_v2","18-02-26","20-03-26","798","853","6.89","-55","756.25","v6","0.77","24-12-25","IND_000250","8.94","Stable","53658",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"MOV_000007","Inbound","190","2024-06-08 13:57:00","L_0876","L_0619","369","49.63","18313.47","Delivered","7","F_000518","268","5","27-07-24","10","Major Issues","R_000148","34","23","317","29-04-24","Low",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000148","PF_000004","K_000110","3349","3847","5.88","1.04","0.49","6.12","WS_0148","B_000255","347","22","379","10","WE_000148","L_000794","28.5","55","31.91","21.6","Heatwave","-0.49","34","No","3","ST_000047","SKU-872","Jasmine Rice","GlobalHarvest","Grocery","Rice","19-02-20","423","Bottle","Discontinued","Low","Flagship","DailyNeeds 29","16348","30-08-13","Ravi Kumar","919223000000","8 AM - 10 PM","No","19-09-22","Monday","38","September","3","Monsoon","2022","United Traders","Distributor","Tier 1","Net 60","C_000222","Long-Term","1737035","574","2019-04-12","2020-04-30","Cardiff","Wales","UK","-1.433463","149.837307","Temperate","Zone 3","High","Logistics Warehouse","Storage Facility","437277","Fully Automated","No","Annual Event 844","Sports","Marathon","Event about technology","14-04-22","19-04-22","Stadium",\N,\N,\N,\N,\N,\N,\N,\N,"Seasonal Demand Strategy","Min-Max","Forecast_Demand * Risk_Factor","Weather Adjustment","SP_0222","05-11-24","Instagram","Search Engine","Large (10M-100M)","Purchasing Managers Index","India","Monthly","seasonal special","Beverages","Consumer Trend","Rack","93","Ambient","PROM_000097","Mega Sale 768","Loyalty_Promo","2024-07-24","2013-08-24","16.95","CAMP_0042","0"
"14559","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Jasmine Rice","UrbanGrind","Grocery","Rice","30-01-22","253","Liter","Discontinued","Low","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Cold Storage","127","Chilled","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"8135",\N,"SKU-186","S_000260","T_000140","SUP_0465","W_0022","PO_000151","TRAN_000151","3","4955","1221.34","11200.98","1131.1","12332.08","UPI","D_20240419","0","R_000012","C_000324","E_000274","1","Wrong Item","Full","994.17","Pending","Wallet","No","112.27","Prophet","DFM_v2","18-02-26","20-03-26","475","393","17.26","82","1681","v4","0.86","11-03-26","IND_000032","9","Decreasing","42382","386","7","1","8","17-06-25","BATCH_9600","415","86","329","34","62","Normal","MOV_000046","Adjustment","212","2024-09-19 14:39:00","L_0209","L_0082","394","138.19","54446.86","Confirmed","20","F_000468","245","2","01-03-24","4","Rejected","R_000151","40","102","245","03-07-24","High","0.77","8.21","0.095","0.87","0.96","4.9",\N,\N,\N,\N,\N,\N,\N,"TR_000151","PF_000062","K_000187","4239","59","8.12","0.65","0.13","5.28","WS_0151","B_000342","402","18","424","4","WE_000151","L_000904","31.7","94","12.29","17.8","Cloudy","0.65","41.1","No","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Retail","DailyNeeds 121","15627","11-02-21","John Peter","916553000000","8 AM - 10 PM","No","06-06-23","Tuesday","23","June","2","Monsoon","2023","Elite Enterprises","Wholesaler","Tier 2","Net 45","C_000647","Exclusive","4672823","335","2018-02-26","2021-11-05","Berlin","Berlin","Germany","59.816818","75.722926","Temperate","Zone 1","Low","Supply Chain Hub","Storage Facility","252017","Semi-Automated","No","Grand Event 576","Education","Cultural Fair","Event about music","06-10-23","09-10-23","Open Grounds",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"SP_0637","13-10-23","Myntra","Marketplace","Small (<1M)","Retail Sales Index","Canada","Daily","best deal","Dairy","Marketing Trend","Pallet","255","Ambient",\N,\N,\N,\N,\N,\N,\N,\N
